Tipo,Qtd Chaves,Altura,Altura Esperada
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,13,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,13,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,5245,14,17
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,9,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,9,12
AVL,480,10,12
AVL,480,10,12
AVL,480,10,12
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,14,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,4184,13,16
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,1373,11,14
AVL,1373,11,14
AVL,1373,12,14
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,13,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,5412,14,17
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,14,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,3527,13,16
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,1331,11,14
AVL,1331,12,14
AVL,1331,12,14
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,7195,15,18
AVL,7195,14,18
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5628,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,5440,14,17
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,15,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,7993,14,18
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,13,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,13,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,13,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,12,15
AVL,2222,13,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,1894,12,15
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,13,16
AVL,2980,12,16
