Tipo_Sucessor,Qtd Chaves,Altura,Altura Esperada
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,10,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,9,12
AVL,396,10,12
AVL,396,9,12
AVL,396,9,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,9,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,549,10,12
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,10,13
AVL,700,11,13
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,8,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,308,9,11
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,9,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,532,10,12
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,107,7,9
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,734,11,13
AVL,734,11,13
AVL,734,10,13
AVL,734,10,13
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,9,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,208,8,10
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,11,13
AVL,791,10,13
AVL,791,11,13
AVL,791,10,13
AVL,791,10,13
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,10,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,10,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,10,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,10,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,373,9,11
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,11,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,651,10,13
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,9,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,9,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,539,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,9,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,9,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,554,10,12
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,11,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,787,10,13
AVL,787,10,13
AVL,787,11,13
AVL,787,10,13
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
AVL,214,9,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,8,10
AVL,214,9,10
